situation,emotion,source,pleasantness,unpleasantness,attention,effort,self_responsibility,other_responsibility,control,certainty,goal_relevance,urgency,self_control,other_control,responsibility,circumstance
I got a new job with higher pay,relief,envent,5.0,1.0,5.0,5.0,5.0,1.0,,,5.0,5.0,3.0,5.0,,
i got a new job!,pride,envent,5.0,1.0,4.0,3.0,4.0,4.0,,,5.0,5.0,3.0,4.0,,
I got a new puppy,joy,envent,5.0,2.0,4.0,5.0,5.0,5.0,,,4.0,5.0,2.0,5.0,,
I got a part in a tv show,joy,envent,5.0,1.0,5.0,4.0,4.0,4.0,,,4.0,2.0,1.0,4.0,,
I got a payrise at work and a promotion,surprise,envent,5.0,1.0,4.0,3.0,4.0,4.0,,,4.0,3.0,2.0,5.0,,
I got a perfect score on my exam,joy,envent,5.0,1.0,1.0,1.0,5.0,1.0,,,4.0,1.0,5.0,1.0,,
I got a phone call saying i got a job i interviewed for.,surprise,envent,5.0,1.0,5.0,4.0,5.0,4.0,,,5.0,5.0,4.0,4.0,,
I got a promotion,pride,envent,3.0,2.0,4.0,4.0,4.0,3.0,,,4.0,4.0,3.0,4.0,,
I got a surprise birthday party,surprise,envent,5.0,2.0,4.0,4.0,4.0,5.0,,,1.0,5.0,5.0,3.0,,
i got AAB in my a levels/ i got into my university of choice,surprise,envent,5.0,1.0,5.0,5.0,5.0,2.0,,,5.0,5.0,4.0,3.0,,
I got accepted in a job that I applied for,surprise,envent,5.0,1.0,4.0,1.0,5.0,1.0,,,5.0,5.0,4.0,1.0,,
i got accepted into university,pride,envent,5.0,1.0,4.0,3.0,5.0,2.0,,,5.0,4.0,4.0,4.0,,
I got accepted onto a work training programme,joy,envent,4.0,1.0,4.0,2.0,5.0,2.0,,,4.0,3.0,1.0,4.0,,
I got accepted to a masters program,surprise,envent,5.0,1.0,3.0,3.0,5.0,3.0,,,1.0,2.0,4.0,4.0,,
I got accepted to my university program,pride,envent,4.0,1.0,2.0,3.0,4.0,4.0,,,4.0,4.0,4.0,4.0,,
"I got an A on an important project for my class, one that a lot of my other classmates did poorly on.",pride,envent,5.0,1.0,4.0,3.0,3.0,4.0,,,3.0,3.0,3.0,4.0,,
I got an amazing job that was fairly competitive,pride,envent,5.0,2.0,5.0,5.0,5.0,1.0,,,5.0,3.0,5.0,3.0,,
I got an electric shock,fear,envent,1.0,5.0,4.0,2.0,4.0,1.0,,,3.0,5.0,1.0,1.0,,
I got an email after waiting for weeks to let me know that I got into the county rugby team after trials.,pride,envent,5.0,1.0,1.0,1.0,5.0,3.0,,,3.0,2.0,4.0,3.0,,
I got an email saying I was considered a high achieving student at my university and should consider enrolling in an honours program.,pride,envent,4.0,1.0,3.0,1.0,5.0,4.0,,,3.0,1.0,3.0,4.0,,
I got an unusual business contract that profited in millions of dollars.,joy,envent,5.0,1.0,5.0,5.0,1.0,5.0,,,5.0,5.0,5.0,1.0,,
i got angry and shouted at somone i love,shame,envent,1.0,5.0,3.0,5.0,3.0,3.0,,,5.0,3.0,1.0,4.0,,
I got approved for my first apartment.,joy,envent,5.0,1.0,4.0,3.0,4.0,1.0,,,5.0,5.0,3.0,4.0,,
I got asked to be in charge of my school's charity bake sale money,trust,envent,5.0,1.0,5.0,3.0,3.0,3.0,,,1.0,4.0,3.0,3.0,,
"i got asked to be part of my sister in laws wedding as i wasn't particularly close to her at the time, nor was I married to her brother yet.",surprise,envent,3.0,3.0,4.0,3.0,1.0,4.0,,,1.0,5.0,1.0,5.0,,
I got asked to give guided tours of my university,trust,envent,3.0,1.0,4.0,3.0,4.0,3.0,,,2.0,2.0,2.0,3.0,,
i got bad grades for a big test,shame,envent,1.0,5.0,4.0,5.0,4.0,1.0,,,4.0,4.0,3.0,2.0,,
I got broken up with,sadness,envent,1.0,5.0,4.0,5.0,2.0,5.0,,,5.0,4.0,1.0,5.0,,
i got caught stealing,shame,envent,1.0,5.0,5.0,3.0,5.0,1.0,,,5.0,4.0,5.0,5.0,,
I got college placement place,relief,envent,5.0,2.0,5.0,5.0,5.0,5.0,,,4.0,5.0,4.0,5.0,,
I got Covid and had to miss the first 2 forest games of the season with fans aloud back,sadness,envent,1.0,5.0,1.0,4.0,2.0,1.0,,,4.0,5.0,1.0,1.0,,
I got drunk on holiday with my daughter,shame,envent,1.0,5.0,4.0,3.0,5.0,1.0,,,1.0,1.0,2.0,1.0,,
I got enough money to sort my bills,relief,envent,5.0,3.0,4.0,4.0,3.0,3.0,,,3.0,4.0,4.0,4.0,,
I got gifted a Pandora bracelet,surprise,envent,5.0,1.0,5.0,1.0,1.0,5.0,,,1.0,4.0,2.0,5.0,,
I got good news from a specalist in relation to an eye issue.,relief,envent,1.0,5.0,3.0,3.0,1.0,1.0,,,3.0,5.0,1.0,4.0,,
I got home from a flight that we were almost refused on as we didn't have the right documentation,relief,envent,1.0,4.0,4.0,3.0,4.0,4.0,,,4.0,2.0,3.0,4.0,,
I got in a car accident,fear,envent,1.0,4.0,5.0,5.0,5.0,1.0,,,5.0,3.0,1.0,1.0,,
i got into a car accident,fear,envent,1.0,5.0,4.0,4.0,4.0,3.0,,,4.0,4.0,2.0,2.0,,
I got into an argument with my mother about how she didn't agree with my perspective about everyone needing to help out.,anger,envent,1.0,5.0,5.0,5.0,4.0,4.0,,,4.0,4.0,5.0,5.0,,
I got into an argument with my spouse.,anger,envent,1.0,5.0,4.0,4.0,5.0,3.0,,,3.0,4.0,4.0,4.0,,
I got into my chosen university,surprise,envent,5.0,1.0,5.0,5.0,5.0,5.0,,,5.0,5.0,1.0,4.0,,
I got into university,surprise,envent,5.0,1.0,4.0,4.0,4.0,2.0,,,5.0,5.0,1.0,4.0,,
"i got into university. Because i felt like i actually had a future, and wouldn't feel any regret with my past education.",relief,envent,5.0,1.0,5.0,3.0,5.0,1.0,,,5.0,2.0,2.0,1.0,,
I got invited to a work meeting but got ignored the whole time and they spoke about things that I didn't understand or have any involvement in for over an hour,boredom,envent,2.0,4.0,3.0,3.0,1.0,5.0,,,1.0,1.0,1.0,5.0,,
I got invited to join the golden keys honour society for my university,pride,envent,5.0,1.0,3.0,2.0,5.0,1.0,,,4.0,3.0,2.0,3.0,,
I got invited to the prom by my crush,surprise,envent,5.0,1.0,5.0,5.0,3.0,5.0,,,5.0,5.0,4.0,5.0,,
I got jumped at the store and lost all my money,anger,envent,1.0,5.0,5.0,4.0,1.0,5.0,,,5.0,5.0,5.0,5.0,,
I got lost in a foreign city and had a phone with no battery,fear,envent,3.0,3.0,5.0,4.0,4.0,1.0,,,4.0,1.0,2.0,2.0,,
I got lost on a drive.,fear,envent,1.0,5.0,4.0,3.0,3.0,1.0,,,2.0,3.0,5.0,1.0,,
I got mad at my daughter,guilt,envent,1.0,4.0,3.0,4.0,3.0,3.0,,,2.0,3.0,4.0,4.0,,
I got married,joy,envent,5.0,2.0,5.0,5.0,2.0,2.0,,,5.0,4.0,5.0,3.0,,
I got married and had to be a wife.,trust,envent,5.0,1.0,4.0,2.0,5.0,4.0,,,5.0,2.0,3.0,5.0,,
I got married in the summer,joy,envent,5.0,1.0,5.0,4.0,3.0,3.0,,,5.0,4.0,4.0,4.0,,
I got married to my husband,joy,envent,5.0,1.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,
"I got married to my husband. When we said our vows, I ... that they meant them and that I was safe.",trust,envent,5.0,1.0,5.0,2.0,5.0,5.0,,,5.0,5.0,4.0,4.0,,
I got married to my partner.,pride,envent,5.0,1.0,4.0,4.0,4.0,4.0,,,4.0,3.0,4.0,4.0,,
I got married.,joy,envent,4.0,1.0,5.0,4.0,5.0,5.0,,,5.0,4.0,2.0,4.0,,
I got my a-level results,relief,envent,5.0,1.0,5.0,5.0,5.0,1.0,,,5.0,5.0,1.0,5.0,,
I got my band 6 job,joy,envent,5.0,1.0,3.0,1.0,5.0,3.0,,,5.0,4.0,3.0,5.0,,
I got my car back after it being in the garage for 3 weeks,relief,envent,5.0,1.0,2.0,1.0,1.0,5.0,,,5.0,5.0,1.0,5.0,,
I got my covid booster as the process was really smooth and quick,no-emotion,envent,3.0,3.0,3.0,1.0,1.0,1.0,,,4.0,1.0,1.0,3.0,,
I got my COVID vaccine,trust,envent,3.0,1.0,4.0,1.0,1.0,1.0,,,1.0,3.0,3.0,5.0,,
I got my degree,pride,envent,5.0,1.0,4.0,4.0,5.0,1.0,,,5.0,2.0,2.0,5.0,,
I got my first covid vaccine,relief,envent,3.0,2.0,2.0,1.0,3.0,5.0,,,4.0,2.0,2.0,5.0,,
i got my first ever job,pride,envent,5.0,1.0,4.0,3.0,4.0,2.0,,,5.0,4.0,2.0,4.0,,
I got my first flat,relief,envent,5.0,1.0,5.0,5.0,1.0,5.0,,,5.0,5.0,5.0,4.0,,
I got my first freelance client,pride,envent,5.0,1.0,2.0,2.0,4.0,4.0,,,5.0,3.0,4.0,4.0,,
I got my first job,joy,envent,4.0,1.0,4.0,2.0,1.0,1.0,,,4.0,1.0,4.0,4.0,,
I got my first job out of school,pride,envent,5.0,2.0,5.0,4.0,5.0,5.0,,,5.0,5.0,4.0,5.0,,
I got my first puppy,surprise,envent,5.0,1.0,4.0,5.0,1.0,5.0,,,4.0,5.0,2.0,5.0,,
I got my hardest exam back and I got an A,relief,envent,2.0,4.0,5.0,5.0,3.0,1.0,,,5.0,2.0,3.0,2.0,,
I got my internship,joy,envent,5.0,1.0,5.0,4.0,5.0,2.0,,,5.0,5.0,3.0,3.0,,
I got my job,relief,envent,5.0,1.0,5.0,5.0,4.0,5.0,,,1.0,5.0,4.0,5.0,,
I got my job offer.,joy,envent,4.0,1.0,5.0,3.0,3.0,3.0,,,2.0,5.0,4.0,4.0,,
I got my Leaving Cert results and had enough points to go to college,relief,envent,4.0,2.0,1.0,2.0,5.0,1.0,,,5.0,1.0,1.0,3.0,,
"I got my most recent pet, a kitten. A wonderful little orange fur ball that I named Fergus.",joy,envent,4.0,1.0,3.0,3.0,5.0,1.0,,,4.0,3.0,4.0,4.0,,
"I got my mother to eat and move a bit after her stroke, when doctors said it would never happen.",pride,envent,3.0,3.0,4.0,4.0,5.0,1.0,,,5.0,3.0,4.0,1.0,,
I got my new job,pride,envent,4.0,2.0,5.0,5.0,4.0,1.0,,,4.0,4.0,5.0,1.0,,
I got my recent pay rise,surprise,envent,5.0,1.0,3.0,1.0,5.0,3.0,,,5.0,2.0,2.0,5.0,,
I got my results for my Undergraduate Degree. I had really put my all into my work for it after a really tough couple of years (both of my parents dying). This was my first and only year where I felt as if I had grown up and when I got a first class honours degree (in a subject I truly believed I was awful in) it really gave me ....,joy,envent,5.0,2.0,5.0,5.0,5.0,1.0,,,5.0,1.0,5.0,3.0,,
I got offered a job I had been wanting,surprise,envent,5.0,1.0,5.0,4.0,5.0,5.0,,,5.0,5.0,2.0,5.0,,
i got offered a job that i felt like i was unqualified for and had only applied to on the very small chance that i would get it.,surprise,envent,4.0,2.0,3.0,3.0,4.0,3.0,,,4.0,5.0,3.0,4.0,,
I got offered a new job,surprise,envent,4.0,1.0,3.0,2.0,5.0,1.0,,,5.0,4.0,1.0,5.0,,
I got offered a vaccine.,joy,envent,5.0,1.0,2.0,2.0,4.0,4.0,,,5.0,4.0,1.0,4.0,,
I got offered my current job. I didn't think I had the experience for it so was really pleasantly ... when I was offered it,surprise,envent,5.0,1.0,4.0,3.0,4.0,4.0,,,5.0,4.0,3.0,4.0,,
i got offfered a higher role at work as a supervisor as i dont feel like i am able rto manage ans supervise others,surprise,envent,1.0,5.0,5.0,1.0,4.0,4.0,,,2.0,5.0,3.0,3.0,,
I got on the plane to come back to the USA from Kuwait to be with my family.,relief,envent,5.0,1.0,4.0,4.0,5.0,1.0,,,5.0,5.0,5.0,1.0,,
I got out of a really toxic relationship,joy,envent,2.0,4.0,5.0,5.0,3.0,5.0,,,5.0,5.0,3.0,5.0,,
"I got paid and was worried that they had messed up my pay and I would be left short for the bills and expenses I had for the month, but they didnt and I got paid correctly.",relief,envent,4.0,3.0,4.0,1.0,1.0,5.0,,,5.0,1.0,1.0,3.0,,
I got passed over for a job opportunity. I felt as though the company had wasted my time as they chose an internal applicant.,anger,envent,1.0,5.0,3.0,4.0,1.0,5.0,,,5.0,1.0,1.0,5.0,,
I got praise from my supervisor for an online learning module I made & positive feedback from peers.,joy,envent,4.0,2.0,3.0,2.0,4.0,2.0,,,3.0,3.0,2.0,3.0,,
I got pregnant with my son,surprise,envent,5.0,1.0,5.0,5.0,4.0,4.0,,,5.0,5.0,3.0,2.0,,
I got promoted several months ago and I felt ... behind it. This was because I had otherwise had a bad day elsewhere.,no-emotion,envent,4.0,1.0,4.0,2.0,3.0,2.0,,,5.0,4.0,2.0,4.0,,
I got promoted.,surprise,envent,5.0,1.0,5.0,5.0,5.0,5.0,,,1.0,5.0,3.0,5.0,,
I got ready for the day this morning.,no-emotion,envent,3.0,1.0,2.0,2.0,5.0,1.0,,,1.0,2.0,5.0,1.0,,
I got results of test confirming I don't have multiple sclerosis,relief,envent,4.0,4.0,5.0,4.0,1.0,1.0,,,5.0,3.0,3.0,4.0,,
I got safely to the bottom of a rocky path leading down from a mountain.,relief,envent,2.0,4.0,5.0,5.0,5.0,1.0,,,1.0,2.0,4.0,1.0,,
i got so frustrated with myself for not being able to do normal things like everyone else.,anger,envent,1.0,5.0,2.0,4.0,5.0,1.0,,,4.0,1.0,4.0,1.0,,
I got stood up on a date,surprise,envent,1.0,5.0,3.0,2.0,1.0,5.0,,,2.0,2.0,1.0,5.0,,
i got stuck in a bin and my friend wheeled me home and now i ... him for life,trust,envent,2.0,4.0,2.0,1.0,3.0,3.0,,,1.0,1.0,1.0,5.0,,
I got suddenly sick,sadness,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,3.0,5.0,3.0,2.0,,
I got the all clear from a health test,relief,envent,4.0,1.0,5.0,4.0,1.0,1.0,,,5.0,2.0,1.0,1.0,,
I got the correct ferry,relief,envent,4.0,2.0,5.0,4.0,5.0,2.0,,,3.0,4.0,4.0,3.0,,
I got the first job I applied for after reeducating after being unemployed for several years.,pride,envent,5.0,1.0,3.0,3.0,5.0,4.0,,,5.0,5.0,4.0,4.0,,
I got the job I currently have. I worked hard to get it and experienced several set backs. However I did not give up and worked even harder to achieve my goal.,pride,envent,5.0,1.0,5.0,2.0,5.0,1.0,,,5.0,1.0,4.0,3.0,,
I got the job I wanted,pride,envent,5.0,1.0,4.0,4.0,3.0,3.0,,,3.0,4.0,3.0,4.0,,
I got the job!,surprise,envent,4.0,2.0,4.0,3.0,5.0,2.0,,,5.0,3.0,4.0,4.0,,
I got the management position,pride,envent,5.0,1.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,
I got the news that my friend was okay after a really bad accident.,relief,envent,5.0,1.0,5.0,3.0,1.0,4.0,,,2.0,5.0,1.0,5.0,,
"i got the strawberries out of the fridge and they had gone off, exploded and gone furry.",disgust,envent,1.0,5.0,5.0,4.0,4.0,3.0,,,3.0,5.0,1.0,1.0,,
I got to adopt a puppy,joy,envent,5.0,1.0,4.0,4.0,5.0,1.0,,,4.0,4.0,5.0,1.0,,
I got to kiss him for the first time in over a year due to covid,joy,envent,5.0,1.0,1.0,1.0,5.0,5.0,,,1.0,5.0,5.0,5.0,,
I got to see my best friend after her being away for a long time,joy,envent,5.0,1.0,5.0,5.0,5.0,5.0,,,1.0,5.0,5.0,4.0,,
I got to work on time after the train was cancelled,relief,envent,2.0,3.0,3.0,3.0,3.0,2.0,,,4.0,2.0,2.0,3.0,,
I got told I wasn't allowed to see my son,anger,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,5.0,1.0,5.0,,
I got told my grandad had passed away,sadness,envent,1.0,5.0,5.0,5.0,1.0,3.0,,,3.0,5.0,2.0,4.0,,
I got too drunk and my friend brought me home in an uber and fed me and put me to bed,trust,envent,1.0,4.0,3.0,4.0,5.0,1.0,,,5.0,4.0,2.0,5.0,,
I got under 100 pounds weight lost (again!),pride,envent,5.0,1.0,4.0,3.0,5.0,1.0,,,1.0,1.0,5.0,1.0,,
I got with my partner,joy,envent,5.0,1.0,4.0,5.0,4.0,4.0,,,5.0,4.0,4.0,4.0,,
I graduated college with my bachelor's degree.,relief,envent,4.0,2.0,4.0,2.0,5.0,2.0,,,5.0,1.0,1.0,5.0,,
I graduated from my degree,pride,envent,3.0,1.0,4.0,2.0,5.0,4.0,,,4.0,1.0,2.0,5.0,,
"I graduated from sixth form, with the grades that I had strived to achieve.",pride,envent,5.0,1.0,4.0,2.0,5.0,1.0,,,5.0,5.0,4.0,1.0,,
I graduated from University,pride,envent,4.0,2.0,5.0,3.0,5.0,1.0,,,5.0,3.0,1.0,5.0,,
I graduated from university with a Bachelors degree because it took a long time and a lot of hard work to achieve.,pride,envent,5.0,1.0,5.0,5.0,5.0,1.0,,,5.0,3.0,5.0,1.0,,
I graduated from University with a Masters Degree,pride,envent,5.0,1.0,5.0,5.0,5.0,2.0,,,5.0,5.0,2.0,2.0,,
"I graduated High School. I slacked off a lot in my earlier years of school, making my senior year very difficult and stressful as I was unsure of whether or not I would have the sufficient credits for graduation. I had to put in many extra hours and late nights, but it had all paid off. I ended up just meeting the requirements, and graduated with honours. I felt so much ... in myself for being able to overcome my past mistakes and make something of myself.",pride,envent,4.0,3.0,5.0,5.0,5.0,1.0,,,5.0,4.0,5.0,1.0,,
I graduated school,joy,envent,5.0,2.0,5.0,5.0,5.0,1.0,,,5.0,5.0,3.0,4.0,,
I graduated uni,pride,envent,5.0,1.0,4.0,2.0,5.0,1.0,,,5.0,2.0,2.0,3.0,,
I graduated with my associates degree in psychology.,pride,envent,5.0,1.0,4.0,2.0,5.0,2.0,,,5.0,3.0,5.0,1.0,,
I graduated with my BSc degree in Marketing.,joy,envent,5.0,1.0,5.0,3.0,5.0,1.0,,,5.0,5.0,3.0,5.0,,
I graduated. I am the first in my family to graduate and I had worked really hard.,pride,envent,5.0,1.0,4.0,4.0,4.0,1.0,,,5.0,4.0,1.0,4.0,,
I had a ... of dogs and was chased by one,fear,envent,1.0,5.0,5.0,5.0,2.0,4.0,,,1.0,5.0,2.0,4.0,,
I had a baby scan,trust,envent,3.0,3.0,5.0,3.0,2.0,1.0,,,5.0,5.0,2.0,3.0,,
i had a bad day and my partner ... me with flowers,surprise,envent,5.0,1.0,4.0,1.0,1.0,5.0,,,4.0,4.0,2.0,5.0,,
I had a big argument with my sister,anger,envent,1.0,5.0,5.0,5.0,2.0,4.0,,,5.0,5.0,2.0,4.0,,
I had a big job interview coming up and I had been preparing for a while. I ... myself that I would perform well in the interview and get the job,trust,envent,4.0,1.0,5.0,4.0,4.0,3.0,,,4.0,4.0,4.0,2.0,,
I had a call from my sister,surprise,envent,2.0,5.0,5.0,4.0,5.0,4.0,,,5.0,4.0,3.0,5.0,,
I had a car crash,fear,envent,1.0,5.0,4.0,4.0,5.0,1.0,,,5.0,5.0,1.0,1.0,,
I had a co-worker from another dept try to blame my manager and I for a mistake she made.,anger,envent,1.0,4.0,5.0,5.0,1.0,5.0,,,2.0,5.0,4.0,4.0,,
I had a complaint with PayPal they weren't helping with,anger,envent,1.0,4.0,4.0,4.0,2.0,1.0,,,2.0,2.0,3.0,4.0,,
I had a conversation about finances with my partner,fear,envent,4.0,3.0,5.0,3.0,4.0,4.0,,,5.0,4.0,4.0,4.0,,
I had a conversation recently with my father In law after he showed no interest in visiting his child(my partner) while they were in ICU. His lack of concern greatly ... me,disgust,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,1.0,1.0,,
I had a dream where Ed Sheeran broke both his legs. It felt so real.,joy,envent,5.0,1.0,3.0,2.0,1.0,5.0,,,3.0,3.0,1.0,3.0,,
"I had a family Sunday night dinner, and all attendees enjoyed the pie that I had made for them.",joy,envent,5.0,1.0,1.0,1.0,5.0,3.0,,,1.0,1.0,4.0,3.0,,
I had a going away party before I moved away from my home town. It felt so nice to see everyone I loved in one last place before I left.,joy,envent,5.0,1.0,4.0,2.0,5.0,5.0,,,1.0,5.0,5.0,3.0,,
I had a health ...,fear,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,1.0,5.0,,
i had a health problem resolved,relief,envent,4.0,1.0,3.0,4.0,4.0,1.0,,,1.0,4.0,2.0,1.0,,
I had a long administrative task to do for owrk.,boredom,envent,2.0,3.0,5.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,
i had a long conversation with a friend about a problem in my life,trust,envent,5.0,1.0,2.0,4.0,4.0,4.0,,,3.0,2.0,4.0,3.0,,
I had a medical procedure. I had to have ... in the professionals that they would do what was in my best interests and save my life.,trust,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,1.0,5.0,,
i had a migraine that caused blurry vision,fear,envent,1.0,5.0,3.0,5.0,2.0,1.0,,,3.0,4.0,4.0,1.0,,
I had a miscarriage,sadness,envent,1.0,5.0,4.0,5.0,1.0,1.0,,,4.0,3.0,1.0,1.0,,
I had a miscarriage recently,sadness,envent,1.0,5.0,1.0,5.0,1.0,1.0,,,5.0,5.0,1.0,1.0,,
I had a miscarriage.,sadness,envent,1.0,5.0,4.0,5.0,1.0,1.0,,,5.0,4.0,1.0,1.0,,
I had a motorbike for Christmas when I was a child,surprise,envent,5.0,1.0,4.0,4.0,1.0,5.0,,,4.0,5.0,3.0,5.0,,
I had a music exam,fear,envent,2.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,
I had a music lesson and my teacher gave me a very kind compliment at the end.,surprise,envent,5.0,1.0,5.0,1.0,5.0,4.0,,,1.0,3.0,5.0,5.0,,
I had a phone call to say someone was seriously unwell,surprise,envent,1.0,5.0,4.0,5.0,1.0,1.0,,,5.0,4.0,1.0,2.0,,
I had a poutine last night that didn't look good but was delicious.,surprise,envent,5.0,1.0,1.0,2.0,1.0,5.0,,,1.0,2.0,1.0,5.0,,
I had a really good track race,joy,envent,5.0,1.0,5.0,5.0,5.0,1.0,,,5.0,3.0,5.0,5.0,,
"I had a sore throat, was tested for Covid-19, and it was negative.",relief,envent,3.0,3.0,1.0,2.0,5.0,3.0,,,3.0,1.0,1.0,1.0,,
I had a surprise party,surprise,envent,5.0,1.0,5.0,4.0,3.0,5.0,,,5.0,5.0,3.0,5.0,,
I had a termination,sadness,envent,1.0,5.0,5.0,5.0,5.0,5.0,,,1.0,5.0,4.0,4.0,,
I had a terrible kidney infection that caused me so much pain I thought I was dying,fear,envent,1.0,5.0,5.0,3.0,1.0,1.0,,,5.0,4.0,1.0,5.0,,
I had a test at the hospital,trust,envent,2.0,4.0,4.0,4.0,2.0,1.0,,,4.0,4.0,2.0,3.0,,
I had a trip booked for me that I didn't know about,surprise,envent,5.0,1.0,4.0,3.0,1.0,5.0,,,4.0,3.0,1.0,5.0,,
I had a win on the premium bonds,surprise,envent,5.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,
"I had abseiled down a rock face which involved changing from one rope to another, and I realised that my safety line was wrongly attached and would not have prevented me from falling.",fear,envent,1.0,5.0,5.0,5.0,5.0,1.0,,,3.0,5.0,4.0,1.0,,
I had an abortion at 16,no-emotion,envent,1.0,5.0,5.0,4.0,5.0,3.0,,,3.0,3.0,2.0,5.0,,
I had an accident in Greece and ended up in hospital for two weeks. When I was over the initial shock of the accident the ... set in. Being stuck in a hospital bed with nothing to do and nobody to talk too was extremely tedious. I couldn't even use the TV to ease my ... as I don't understand the language.,boredom,envent,1.0,5.0,2.0,5.0,1.0,5.0,,,3.0,2.0,1.0,3.0,,
I had an argument with my partner,anger,envent,1.0,4.0,4.0,4.0,1.0,5.0,,,4.0,4.0,2.0,4.0,,
I had been experiencing some difficult days. I was feeling sad and slightly detached. When I woke up that morning I felt those feelings had lifted. I felt genuine ... to feel like myself again.,relief,envent,4.0,1.0,1.0,2.0,1.0,1.0,,,4.0,3.0,1.0,1.0,,
